text,label
nos encantaría volver !,0
"perfecto para la estancia en roma , cerca de la estación de termini , con todas las posibilidades que eso ofrece , buen desayuno y gente muy amable , muy recomendado !!",0
nada caro para el lugar donde esta y las comodidades que ofrece .,0
elegancia .,0
"hotel bien situado cerca de la estación , y cerca también del centro de la ciudad y la zona turística.estación de metro justo al lado y bien conectado con buses y tranvías , y bicicletas públicas para los más valientes.buen trato del personal y bastante acogedor .",0
todo muy limpio y el personal muy atento y muy amable .,0
finalmente la atención del personal y en recepción es magnífica .,0
muy cerca de sarlat y del valle dordoña es perfecto para visitar la zona .,0
totalmente recomendable .,0
perfecto campamento base para visitar la toscana,0
"todo está decorado con un gusto exquisito , y tiene todo lo que se pueda necesitar las fotos que aparecen en la web , muestran claramente y exactamente tal y como son los apartamentos .",0
sencillamente perfecto .,0
todo muy limpio y cuidado .,0
"muy cerca también de la estació del nord , el arco del triunfo y el parc de la ciudadela .",0
mi habitación estaba limpia y el personal fue bastante amable .,0
"el apartamento era grande , con una cama de matrimonio y un sofá cama , una cocina equipada completa y un amplio baño con bañera .",0
"el hotel esta bien situado y comunicado tanto por carretera como por medios de transporte urbanos , el servicio y limpieza es bueno. es un hotel que recomiendo a todo el mundo que vaya a madrid y con buen precio .",0
fantástici !,0
grande y potente .,0
el servicio es excelente !,0
volveré de nuevo cuando vaya a sevilla,0
situado en primera línea de una paradisiaca playa en la urbanización de nusa dua .,0
"viajamos por primera vez a republica dominicana junto con mi esposa y nuestros 3 hijos de 27,25 y 21 años , podemos decir que fueron unas vacaciones maravillosas , todo muy bueno y de calidad , muy recomendable los restaurantes con comidas tipicas .",0
apartamentos alta calidad,0
me gustó mucho .,0
me encanto verlo todo eso .,0
recomendable,0
"además , la zona es bastante tranquila",0
un lujo muy asequible .,0
muy divertidas las atenciones por parte del equipo de animacion !!!,0
"una de las cosas mas importantes de este hotel es su espectacular diseño , atractivo y encanto que tiene .",0
"es un buen hotel para ir en familia con actividades permanentes y un buen sector para niños , con kínder y juegos muy entretenidos .",0
"si vuelvo a roma , me alojaré en este hotel y si me pregunta alguien , lo recomendaré .",0
la pasamos muy bien .,0
la habitación era muy amplia y confortable y nos invitaron al spa en pase familiar que los niños disfrutaron mucho .,0
sorpresa enorme,0
"la decoración es muy acogedora creando un contraste de decoración moderna y funcional con la casa , que es antigua de y techos muy altos .",0
"disfrutamos del spa que esta muy bien , el desayuno también es correcto .",0
el personal se acordaba de nosotros y el trato ha sido más que excelente .,0
les felicito a todos y gracias por su excelente servicio .,0
"la habitación daba a un patio interior muy amplio y ha sido una gozada no oir ni un solo ruido , hemos dormido fenomenal ya que conserva muy bien la temperatura y no hemos tenido que dejar el aire acondicionado funcinando toda la noche .",0
la habitación era muy amplia y bien equipada .,0
a los clientes del club playavip les facilitan gratuitamente una sesión de spa por persona .,0
"nos trataron como en casa , muy amables ante cualquier duda o necesidad .",0
"fue una estancia de lo más gratificante , un servicio exquisito y seguro que volveremos para el año que viene , aunque claro eso depende de los ahorros y de si hay alguna oferta interesante , claro .",0
te hacen sentir como en casa .,0
"son unos apartamentos muy buenos y muy bien cuidados , yo fuy por motivos propios pero es perfecto para viajes de negocios y para pasar unos dias de relax por madrid. buenos servicios y muy amables todos",0
todo un pack de sensaciones prácticamente sin movernos .,0
"hotel bien equipado , con spa gratis .",0
buena y tranquila zona y con recepción 24h .,0
"está situado en el centro de la ciudad , con todo lo más turístico a tu alrededor ( el pilar , por ejemplo ) , y sitios para tomar algo .",0
nos ha gustado mucho este hotel en valencia .,0
realmente excelente,0
"muy cómodo si tienes coche , para conocer sevilla y una estancia tranquila .",0
funcional .,0
una de las razones por las que me quedé aquí es que la oficina de europcar está dentro del hotel .,0
"las personas de recepción , muy amables .",0
buena y tranquila localización,0
"en el interior se puede ver cada planta del hotel diseñada por un diseñador famoso , como son zaha hadid , javier mariscal , victorio y lucchino ... incluso los restaurantes o pubs son agradables .",0
"hotel muy bien situado tanto para ver la ciudad , ya que tiene tanto linea de autobus como de metro cerca y perfecto para ver el futbol , ya que esta al lado del camp nou. buen trato del personal. recomiendo porque buen hotel relacion calidad precio .",0
"el sitio nos impresionó , puesto que los apartamentos son muy espaciosos .",0
el servicio de recepción es amable y te hace sentir cómodo .,0
la habitación estaba bien limpia y tenía un buen baño .,0
"pese a estar situado en una calle principal de la ciudad , es un lugar tranquilo y apacible .",0
el personal ha sido en todo momento muy amable .,0
limpio y las camas confortables.su ubicacion para acceder al centro es muy buena .,0
check · in 24h .,0
el metro está a 50 metros bajando tan solo una calle .,0
"en líneas generales , recomendamos este hotel .",0
volveremos a repetir .,0
"el hotel se en cuentra en la gran via una de las arterias principales de madrid a 5 minuto de casi todo el museo del prado , chuecas la plaza mayor , el palacio real al lado de musicales , obras de teatro , discotecas. salas de fiestas y cines esta todo a la mano lo que te ahorras en taxi , metro y trasporte publico , y hay mucha variedad de restauración en frente hay un mc donal y cafeteria y bares esta muy bien comunicado con el estaradio a la entrada del hotel hay una parada de metro y estando en la gran via las habitaciones estan super insonorizasdas me encanto volvere",0
"en el hotel , los trabajadores estan muy pendientes de ti e incluso son amables y simpaticos cuando hablas con ellos .",0
"fue una experiencia muy buena con el servicio , la verdad es que quede muy satisfecho , no pase mucho tiempo ya que solo estube dos noches en el , pero como ya he dicho a parte del servicio muy bueno las instalaciones tambien lo eran",0
"no tiene animacion , lo cual se agradece .",0
no duden el elegir a este hotel .,0
"el desayuno está bien , con variedad y calidad de productos .",0
"ya he estado varias veces con mi pareja en este pequeño hotel , el cual se encuentra en el centro de león , en la famosa calle ancha .",0
personal amable,0
la habitación amplia y con buen aire acondicionado .,0
la comida presenta mucha variedad y tiene algunos restaurantes temáticos a parte del buffet .,0
en pleno centro de la ciudad con unas instalaciones inmejorables .,0
"se agradece la buena atención del personal del camping , incluso nos ayudaron a colocar la caravana cuando llegamos .",0
"el personal muy amable , tanto en recepción como en el restaurante .",0
personal correcto,0
"el gran bahía principe ambar , es un hotel que merece la pena visitarlo , por el lugar en el que está situado , con una magnifica playa , unos bares estupendos , un personal muy amables y atentos , buena comida , buenos restaurantes , un lugar para recomendarlo .",0
el trato y la atención del personal es impecable. una experiencia para repetir .,0
"volveré sin duda , a ver si me quito esa espinita .",0
repetiremos si podemos .. muy buen trato .,0
"la experiencia fue muy buena , disfrutamos de una moderna habitación , con todo lo necesario para un hotel de esta categoría .",0
me ha gustado,0
debajo del hotel hay un restaurante interesante y a buen precio en el que el personal habla inglés .,0
"la experiencia fue muy buena , estubo muy bien , me lo pase genial con mi familia , lo recomiendo a todos , deberias venir tambien , un trato muy bueno por los empleados del hotel , la comida estaba muy bien .",0
se lo recomiendo a todo el mundo .,0
el minibar con agua y pepsicolas y café e infusión estaban incluidos .,0
puedo decir realimente complcida que pasé unos increïbles días de absoluta tranquilidad antes de volver al trabajo .,0
increible .,0
"un lugar precioso , todo perfecto",0
"el desayuno bueno también , la verdad , nos esperábamos mucho menos .",0
"a pesar de esto último , lo recomiendo .",0
"estubimos 7 dias que fueron maravillosos , nos hicieron sentir como reyes en todo momento , lo recomiendo y si volviera a punta cana , sin dudas elegiria este hotel ... agradezco a todo el personal por las atenciones recibidas ,",0
"hotel con diseño moderno , muy céntrico .",0
el trato de los trabajadores del hotel es muy agradable y las habitaciones son bastante espaciosas .,0
"he vuelto a visitar este hotel desde mi última crítica y vuelvo a reiterar mis buena sensaciones , de 10 en cuando a precio , localización y aislación acústica .",0
además es un hotel muy moderno .,0
el hotel está cerquita de la estación de termini .,0
un hotel de ciudad acogedor y muy bien situado,0
en nuestros próximos viajes a madrid volveremos a utilizar este hotel que ya conocíamos de ocasiones anteriores .,0
confort y muy buena localización,0
hotel céntrico y a 5 minutos de todo,0
muy buen hotel .,0
nos encontramos agusto en el hotel y el trato hacia nosotros es de agradecer .,0
"excelente ubicación en el centro madrid , a 5 minutos andando de la plaza del sol y pegado a la parada de metro de la línea 5 , gran vía .",0
"servicio red level de lujo con acceso a lounge con moet chandon , canapés , otras bebidas , prensa , etc. un hotel muy muy recomendable con una situación magnífica .",0
"mi experiéncia en este hotel fue muy buena , el trato muy bueno , el desayuno incluido ( importante ) muy acogedor todo .",0
la atencion ha sido de calidad y el restaurante del hotel sirven una comida muy rica .,0
el buffet era variadísimo y de los que nunca te cansa porque siempre había cosas nuevas para probar .,0
además disponen de películas en dvd que puedes alquilar sin ningún coste adicional. y también de de play station en la habitación por si quieres pasar un rato jugando .,0
"el personal muy amable , nos permitieron hacer late checkout ya que no había reserva de la habitación sin cargo extra ; también guardan las maletas después del checkout si uno lo pide .",0
la distancia del hotel a la playa permite que se vaya caminando sino cuentan con opción de carritos para traslados .,0
esta en las afueras de siena pero sin estar lejos .,0
"la verdad pasamos unos dias divinos , el hotel es genial , los chicos la pasaron babaro y mi marido feliz con el gimnasio y el spa , y yo con un libro en la playa , en este hotel espacio y actividades para todos lo super recomiendo para ir en familia",0
"nos encanta el hotel está situado en todo el centro de madrid con lo que la oferta de ocio , gastronoma , cultura , etc es espectacular y luego que decir del personal , las instalaciones , ¡ ¡ geniales ¡ ¡ repetiremos sin duda pronto",0
ideal para visitar a empresas del poligono cercano .,0
muy atentos,0
ademas como gran aditivo tienen un pequeño spa gratis ( te dejan las zapatillas y albornoz sin coste en la habitación ) y admiten perros de compañia .,0
era el mejor bufet que he visto en mi vida .,0
"es un lugar acogedor , con habitaciones espaciosas , muy bien iluminado , con excelentes vistas y aún mejor personal .",0
el hotel de mis sueños,0
"excelente estadía , un gran complejo .",0
"el hotel es una preciosidad , ostentoso , capaz de dejar ensimismado con el enorme hall que tiene nada más pasar la puerta de entrada .",0
en fin un excenete lugar para pasar las vacaciones .,0
destacaría el servicio del restaurante .,0
"hotel de ensueños , un paraíso en el paraíso mismo",0
excelente personal !,0
a solo 4 · 5 paradas de metro de la estación de trenes .,0
"la ubicación del hotel es excelente , a tan solo cinco estaciones de metro del centro .",0
el hotel esta situado a unas cuatro manzanas de la estación de arc de triomf y a unas tres de la parada de marina .,0
los electrodomésticos muy modernos y el mobiliario también y nos ha encantado ya que venía con cocina incluída y teníamos una mayor libertad a la hora de comprar .,0
"buen camping , familiar , cuidado y con buenos servicios .",0
luego se puede ir en autobús o andando al centro de la ciudad .,0
el spa es genial .,0
"son unos apartamentos con 2 habitaciones , un baño , un comedor y una cocina totalmente equipada .",0
"con todo ello , un hotel mas que recomendable para visitar esta ciudad .",0
os la la recomiendo a todas las personas q se pasen por la ciudad es grande y muy calida bueno espero aver ayudado,0
seguramente volveré,0
está bastante limpio .,0
de nuevo estuvimos genial,0
"no nos dio tiempo a recorrer todos los alrededores de la finca , pero la piscina y los jardines invitan a pasar largas temporadas en verano .",0
"formidable , tienen que visitarlo",0
"fuí con el conocimiento de que es un hotel de 4 estrellas y por ello sabia que seria un buen hotel y claramente así ha sido , el servicio es muy cordial , agradable y respetable .",0
en el mejor sitio de todo madrid,0
"está situado en la gran vía , desde fuera son los típicos edificios altos con apartamentos normales , pero al subir nos sorprendió mucho encontrarnos este hostal tan genial !!",0
perfecta ubicación !,0
"el check · in y check · out muy rápidos , ya que soy cliente de otras ocasiones .",0
"pero en su exterior tampoco podemos dejar de sorprendernos por su diseño , caracterizado por la terraza , la fachada del hotel , las espectaculares vistas que ofrece tanto desde habitaciones como desde los ascensores de cristal .",0
"el personal es fantástico , muy servicial y atento a todas las necesidades que tuvimos durante la visita .",0
hotel muy céntrico y recomendable,0
hotel situado en la zona de nuevo desarrollo próxima a la ciudad de las artes y de las ciencias .,0
hotel estupendisimo en valencia,0
buena opción junto a la nueva zona de valencia .,0
"el servicio impecable , el hotel es precioso , muy buena comida ...",0
impresionados con las mejoras que se han hecho de un año para otro .,0
"buen trato , buena situación del hotel .",0
"el hotel se encuentra en medio del strip , con lo que su ubicación es idónea .",0
el desayuno buffet muy correcto .,0
también está bastante cerca del centro .,0
vistas sobre el canal tal y como pedimos en la reserva .,0
las habitaciones son muy grandes tienen sofá · relax y buena iluminación .,0
"el hotel está en pleno centro de zaragoza , a dos pasos de la basílica del pilar , ideal si , como nosotros vas en plan de visitar las ruinas romanas , los museos y los palacios .",0
inmejorable ubicación ; hemos ido a pie a todos los lugares que queríamos visitar desde la plaza de españa hasta el parque del retiro .,0
"increible , por su ubicacon y por sus instalaciones .",0
"buena estancia , viaje de trabajo se descansa bien",0
"bien situado , fácil de localizar , buen servicio .",0
tiene una parada de autobus en la puerta que lleva directo al centro .,0
"estancia cómoda , limpia y acogedora , con una buena cama y sin ruidos .",0
buena situacion .,0
"personal muy amable y atento , minibar gratuito ( bebidas no alcoholicas ) , bandeja de infusiones y café en la habitación ( gratuito ) , estupendo spa , muy tranquilo ( no se escucha nada de ruido ) y línea de metro cercana para los desplazamientos por la ciudad .",0
"es un hotel encantador , muy bien ubicado y a unos 10 minutos del centro histórico de peñíscola y a unos cuantos metros de la playa .",0
mi familia y yo estuvimos a primeros de septiembre en vellmari y fueron unas vacaciones increíbles .,0
lo demás para repetir .,0
una estancia muy agradable destacando el trato del personal del hotel y su disponibilidad para resolver problemas que puedan surgir .,0
"un 7,5 para el desayuno .",0
fue una estadía unica en un lugar magnifico con una atención escelente .......... ! ! ! ! ! ! ! ! ! !,0
por error la primera manana bajamos tarde al desayuno y nos atendieron genial en la cafetería .,0
tienes el metromover a una calle de distancia y multitud de comercios en las cercanías del hotel .,0
"tenía claro que la ubicación es muy buena con acceso andando al centro de madrid , pero pensaba que sería agobiante el lugar donde está ubicado y por lo tanto con falta de tranquilidad o silencio .",0
"voy a regresar , sin duda .",0
"todo muy limpio , muy amables y el desayuno estaba muy bien .",0
todos los detalles están muy bien cuidados .,0
la relacion calidad · precio es inmejorable .,0
"el hotel encantador , en el centor de la gran vía madrileña , todo un lujo .",0
un hotel encantador,0
gratificante,0
puedes ir a pie a los lugares más turisticos de madrid .,0
"buen buffet , buenas instalaciones , ubicación a 20 min del centro , con lo que teníamos en la playa mucha tranquilidad.playa un poco con piedras ... recomiendo llevar calzado de agua , y cuidado con los niños : en la orilla ya cubre.t",0
"tienes acceso al transporte público de la ciudad ( buses , metrorail y metromover ) .",0
"lo recomendaría sin duda para un viaje en las mismas condiciones , es decir , para un fin de semana .",0
"es de los hoteles más bonitos en los que he estado , todo verde con jardines preciosos .",0
hola amigos me he alojado varias veces en este hotel por temas de negocios.esta muy bien situado para estar en el centro de madrid y poder aceder al mismo centro andando.hotel buena calidad precio muy limpio y personal agradable.tiene servicio de caja fuerte gratis y mini bar .,0
"el precio es muy bueno , especialmente comparado con los hoteles centricos ( y normalmente no en tan buen estado ) .",0
el desayuno no estaba mal .,0
simplente increible .,0
"acostumbrado a lo clásico ( a veces reñido con lo viejo y sucio ) este hotel es correcto y el , personal atento .",0
la calidad es buena para un hotel de cuatro estrellas y situación en la ciudad el ideal como punto de partida para desplazarse por la ciudad .,0
el baño es correcto .,0
hemos estado durante el fin de semana en este hotel ... queríamos un sitio céntrico para poder visitar toda la zona turística de madrid ... y no nos equivocamos ...,0
"excelentes instalaciones , servicio , entretenimiento , comida , atencion en general .",0
buena relación calidad · precio,0
buen hotel para visitar madrid,0
"el hotel está muy bien ubicado , ideal para ir de compras o para hacer turismo por la ciudad .",0
"teniendo varias cafeterias , confiterías , tiendas varias de videojuegos alimentación dos panaderías y algo más que se me escapa a la mente .",0
la wifi es gratuita y funciona correctamente y el baño está bien,0
"son el mejor de los ejemplos de turismo sostenible ; respetuoso e integrado en la rica naturaleza del entorno , al mismo tiempo cómodo , limpio y muy acogedor .",0
buena experiencia,0
el servicio y la atencio perfecto,0
"muy correcto en todos los aspectos , muy limpio , tiene detalles que agradan , como el mini · bar gratuito ( bebidas no alcoholicas ) y el calienta liquidos de la habitacion para que te puedas hacer cafe o infusiones.reponen a diario .",0
"el bufet del desayuno es simplemente impresionante , puedes encontrar de todo , literalmente .",0
muy de agradecer .,0
posee variedad de restaurantes en la zona para cenar o tomar algo .,0
"un lugar hermosisimo , inolvidable. hermosa atención · rescato el servicio , como asi también la calidez de su gente y el hermoso entorno natural. nunca olvidaremos este viaje. rescato el lugar , la playa. la variedad de comida y la calidad. desde bien tempranito al cruzarte con el personal siempre hay un saludo y buena onda. el tamaño de las habitaciones es espectacular. nos gusto mucho el spa , es un lugar muy familiar y para descansar",0
finalizando su remodelación,0
"el último día tuvimos incluido el desayuno y la verdad es que hay mucha variedad , etaba todo muy bueno y es tipo buffet .",0
"destacar lo confortable de la habitación , y que tiene cadena radio / cd , mini · bar gratis ( sin bebidas alcohólicas ) y posibilidad de preparate café o te en la habitación también gratis .",0
"el resto del cuarto , baño , suelo , si fueron limpiados .",0
"el seguro del coche pagó este hotel. todo estuvo muy bien , estuvimos perfectamente atendidos hasta que repararon nuestro automovil .",0
"zumo natural recien exprimido , revuelto , bacon , etc ... todo riquísimo .",0
"el desayuno estupendo , así coges fuerzas para los viajes .",0
"el desayuno esta muy bien , en el nivel del hotel .",0
las habitación tenía un acama de matrimonio king size .,0
de nuevo estuvimos genial en este hotel .,0
"lo recomiendo a todo el mundo porque nos trataron muy bien , el personal fue muy cercano y atento , desde la recepción hasta el restaurante y el bar , todos un diez .",0
si vas en este plan el hotel ofrece diversas actividades de animacion tanto para adultos como para niños .,0
me parece fenomenal el tema del wifi gratuíto y que admás funcina muy bien .,0
"el bar para tomar lo que quieras en cualquier momento genial , con sus sillones , su terraza al lado de la piscina ... una maravilla .",0
los de recepción te aconsejan un poco sobre donde ir y que linea de metro o de bus coger para ir a los destinos .,0
"alrededor hay bastantes comercios y supermercados , p.ej. para comprar productos básicos ( agua , etc. ) , así como lugares para desayunar .",0
el equipamiento de las habitaciones súper completo .,0
en esta ocasión no hemos utilizado el servicio de restaurante pero el desayuno sí lo hemos hecho en la cafetería del hotel y nos ha sorprendido la excelente relación calidad · precio .,0
"de entrada quiero decir que cuando fui era para olvidar , pero me hizo ver las cosas de otra manera , me sentí feliz y al mismo tiempo mimado , fueron unos días de atenciones y sobre todo mimos que se me ofrecieron sin parar",0
"instalaciones más que aceptables ; equipo de animación , entregado totalmente ; limpieza exhaustiva ( a veces , hasta 2 veces al día ) , con cambio de toallas también hasta 2 veces diarias ; con gente de todo tipo , matrimonios de recién casados , grupos de amigos , familias ... ambiente muy variopinto .",0
un hotel ideal para escapadas urbanas .,0
recomendable hotel en el centro,0
la habitación era muy grande y el baño enorme .,0
hermoso lugar !,0
se los recomiendo !,0
"además de las instalaciones , limpieza , habitaciones , jardines ... destaco , especialmente , la comida , la atención del personal y el trato del director .",0
es un buen sitio,0
"las habitaciones eran confortables , las camas ni grandes ni muy pequeñas , y el cuarto de baño muy limpio .",0
comodidad en el corazón de madrid,0
alojamiento moderno en pleno centro de la ciudad,0
buena situación y buen precio .,0
"baño moderno y cómodo , con ducha .",0
ofrece desayuno tipo buffet .,0
"bien ubicado cerca de pistas , pero en medio del pueblo de encamp .",0
"dimos paseos por el pueblo , veiamos peliculas por la noche , y por la mañana en la piscina , una enorme piscina !!",0
"la verdad que en relación precio esta bien al menos para probarlo y además en plena gran vía de madrid , todo un lujo .",0
la limpieza es excelente .,0
si lo prefieres puedes utilizar el bus turístico con una parada a uno ciento cincuenta metros .,0
"esta cerca de todo teatros , cines , plaza mayor , sol , tiendas , museos yo fuí andando a todos lados congreso de los diputados neptuno , cibeles .",0
"cuenta con un estupendo jacuzzi y solarium en la azotea , con maravillosas vistas de madrid .",0
muy bien localizado cerca de todo,0
gran hotel con excelente calidades y servicios a disposicion de los clientes. recomendado en especial para parejas que buscan la tranquilidad y el relax fuera del bullicio de la ciudad. de los mejores en los que he estado .,0
se trata de un hotel de 5 estrellas que cuenta con todo tipo de facilidades para toda la familia .,0
"estuvimos 4 días por la toscana y borgo grondaie , mi mujer y yo y salimos encantados de la estancia .",0
"el tamaño de la habitación y el baño es grande , limpia y la cama confortable .",0
un hotel con muy buena recepción y servicios,0
"las habitaciones son amplias , tienen una tv de plasma , un pequeño refrigerador , aire acondicionado y wifi gratis .",0
su cercanía con la ciudad de las artes y las ciencias nos ha facilitado mucho la estancia .,0
"muy buen hotel , merece la pena visitarlo",0
"inmejorable situacion en la toscana , muy proximo a pisa ( 30km ) .",0
"la ubicación es muy buena si vamos de negocios , pues está muy cerca del forum y además tiene una parada de metro cercana que te conecta con el centro de barcelona en 20 o 30 minutos .",0
"una estancia muy agradable , muy atentos",0
me encantó,0
muy recomemdado .,0
me encanto todo !,0
sin duda para repetir .,0
"en cuanto al buffet desayuno , es muy completo y variado .",0
"la playa de este hotel es privilegiada porque es casi el doble de extension por sobre el promedio de los hoteles en playa del carmen , el hotel cuenta con personal sumamente atento que tienen capacidad de resolucion si se te pierde una llave , una toalla , si buscas un tipo especifico de comida , si buscas un medico o contratiempos de ese tipo , el hotel se porto a la altura .",0
"lo recomendaría sin lugar a dudas es un buen hotel bien situado , con buenas instalaciones y con un personal muy atento y competente .",0
"muy recomendable por ubicación , trato , habitaciones .",0
"el buffet está fenomenal , variado y con algo de cocina en vivo.el comedor muy confortable y agradable .",0
"situado en el centro de madrid , a 5 minutos andando de la puerta del sol y en plena gran vía .",0
está perfectamente ubicado en el centro de madrid .,0
"pues eso , en pleno centro de madrid , en el medio de su arteria principal ( gran via ) para todas aquellas personas que busquen entrar de lleno en el bullicio , las luces de neon , las tiendas a cualquier hora y vuelvan luego para relajarse en un hotel que cumple con todo lo que uno puede esperar a buen precio y calidad .",0
"lo mejor de este hotel es situación en la mejor zona de la gran vía , lo que facilita enormemente el acceso a teatros , restaurantes y compras .",0
"mi novia y yo fuimos de vacaciones a españa y nos quedamos unos días en palma , la experiencia fue la mejor me encanto el clima de esta ciudad y gracias a que el hotel cuenta con todas las facilidades y servicios pudimos disfrutar al máximo .",0
"sin duda , la estancia en el hotel las arenas ha sido una experiencia inolvidable , un trato muy bueno , unas vistas a la playa increible .",0
un hotel muy correcto y donde poder relajarse en plena toscana .,0
la verdad es que el hotel mucho mejor de lo que me lo esperaba .,0
"en general no desprecio el hotel , está muy bien ubicado , el edificio es de fachada muy bonita y muy buen aspecto , está bien cuidado / reformado .",0
todo en un mismo lugar,0
vale la pena pasar para relajarse .,0
un clásico de madrid .,0
relación calidad · precio muy buena,0
que el hotel es muy bueno tiene unas vistas preciosas te trata muy bien el restaurante esta bien la comida te la hacen como tu quieras sin ninguna queja este hotel es muy recomendable si quiereis hacer unas vacaciones en familia : d,0
wifi gratis en la habitacion .,0
la ubicación del hotel es excelente para moverse por el centro de madrid .,0
"hotel muy bien situado en plena gran via. ideal para ir de compras , tapear por los numerosos bares de la zona y acudir a un musical , se puede ir paseando a la puerta del sol al ser una zona muy concurrida , o bien en metro al estar proxima una parada , el hotel cuenta con un spa para relax despues de una jornada agotadora .",0
hotel muy bien enclavado,0
es un hotel estupendo .,0
estuvimos 3 amigas y fue todo perfecto .,0
segunda estancia .... y cada vez mejor,0
confortable,0
"para los niños genial , muchos arboles , espacio natural , entrada directa a la playa .",0
el hotel es muy bonito y esta situado en una zona preciosa de cocoteros en la playa de uvero alto .,0
"vel hotel tiene 168 habitaciones y 11 plantas , nosotros nos alojamos en esta última y con vistas a la gran vía , además las habitaciones están insonorizadas y no se escucha nada del exterior .",0
"el hotel está bastante cerca del centro , en el barrio de clarence dock ( muy cerca del rio ) .",0
la habitacion a pesar de la cama supletoria de buen tamaño .,0
seguramente volveremos .,0
hotel perfecto en madrid,0
"tienen un teatro justo debajo donde hacen monologos , pero recomiendo reservar con antelacion porque estaba completo cuando estuvimos .",0
había una caja fuerte en el armario sin cargo .,0
"es sumamente recomendable para cualquier tipo de origen de viaje ( negocios , recreación , vacaciones , etc )",0
hemos quedado muy satisfechos con la relación calidad precio del hotel .,0
"el personal , párrafo aparte , magnifico siempre dispuesto !",0
el trato del personal del hotel excelente .,0
"el personal amable y eficiente , con ganas de ayudar. muchos detalles en la habitacion ( cafetera , minibar gratito etc. ) .",0
magnifico hotel y ubicacion,0
desde la que ocupé se veía la cúpula del duomo y se oían perfectamente las campanas del campanile : una delicia .,0
la cercanía del transporte público · autobus y metro a la puerta del hotel · es uno de los factores a destacar junto a la calidad del servicio .,0
"apenas ruido , bien situado y un trato agradable .",0
excelente servicio,0
la estancia en el hotel la verdad es que fue agradable y cumplió con lo que ibamos buscando .,0
"respecto a la habitación era amplia , el edificio tiene la fachada de cristal asique de iluminosidad es perfecto , buenos baños , la cama es agradable ( ni muy dura , ni muy blanda , es decir , que es bastante buena ) y por ultimo estaría la television y todo eso , y dado que es un hotel de 4 estrellas cumple con su "" obligación "" .",0
"mayoritariamente eran familias lo que estubimos alli alojados , y para los niños muy bien .",0
tiene parada de bus disney en la misma puerta del hotel y es gratuito .,0
"quede impresinado por este hotel , las habitaciones tienen excelente confor , buen aire , me senti como en mi casa , porque no te ponen brasaletes , como lo hacen otros hoteles , hay diversos restaurantes , la piscina grande y muy segura , me gusto el trato , deso felicitar a los hombres y mujeres que trabajan en ese hotel , hacen un buen trabajo ,",0
"desde el hotel se puede ver el camp nou , con lo cual si eres aficionado puedes alojarte e ir a pie en 5 minutos .",0
opción barata para las vegas,0
"no obstante , el hotel está bien en general .",0
la calificación muy bueno queda chica para este hotel .,0
el desayuno era tambien muy completo pero las eran cenas deliciosas y muy bien presentadas .,0
"comprende un saloncito , un baño grande y un habitación muy grande .",0
y para rematar una cena romántica .,0
muy limpio y con cama cómodas .,0
el hotel en general es fantástico .,0
estancia familiar muy buena,0
"el hotel está genial , sobre todo en la temporada de verano ya que puedes disfrutar de una terraza con jacuzzi en la azotea del hotel y disfrutar de unas impresionantes vistas desde lo alto .",0
tiene muchas tiendas alrededor y también muchos restaurantes para comer .,0
ideal para pasar un fin de semana de turismo por la capital .,0
"éxitos , sigan por el buen camino ! ! !",0
"la habitación perfectamente insonorizada , con minibar gratuito ( 4 botellas de agua y 2 de pepsi ) , televisión plana , minicadena , plancha y tabla de panchar , sobres de café y té con cápsulas de leche , etc ...",0
"el desayuno , variado , se sirve en el sótano .",0
hotel muy bien situado para conocer madrid .,0
carreteras modernas,0
"el spa recién acondicionado , muy completo y además , por ser cliente repetitivo , nos regalaron 2 entradas .",0
la habitación tenía todo tipo de comodidades y quedamos muy contentos con el trato que recibimos del personal .,0
"la piscina es estupenda , y no conozco ninguna con mejores vistas .",0
tanto el spa como el masaje resultaron muy relajantes y reconfortantes .,0
"yo fui por trabajo y todo fue mejjor de lo esperado , asi que no lo dudeis , en cuanto a calidad precio tambien estaba bastante bien .",0
"tiene un personal excelente , servicio de limpieza excelente ...",0
"zonas muy bien diferenciadas , por un lado el comedor , amplio , cómodo y con una enorme cristalera .",0
el trato del personal es exquisito y muy acogedor .,0
"fui porque tenía evento en ifema y el hotel está literalmente a 5 minutos de ifema , excelente por ese aspecto .",0
"tienen un mas que interesante desayuno buffet , con gran variedad .",0
centrico y confortable,0
"la habitación era muy confortable , viajabamos con un niño y dispusimos de sofa · cama que cabía cómodamente en la habitación .",0
"viajamos en noviembre , excelentes vacaciones .",0
"disfrutarlo con la pareja ha sido ideal , todo perfecto .",0
"como todos los hoteles de la cadena senator , todo un lujo alojarse en ellos .. todo son atenciones y las habitaciones son comodisimas . con cafetera plancha y todo lo que uno pueda necesitar .. son marabillosos ..",0
"el hotel limpio , las habitaciones limpias , cero bichos ( que pena ) a pesar de la exuberante vegetación .",0
al lado del famoso cementerio père · lachaise .,0
hay muchísima variedad y todos los platos muy ricos .,0
centrico y comodo,0
tiene también taxis en la puerta .,0
"muy recomendable para ir con pareja , excelente",0
los dueños son unas personas muy amables y simpáticos que estarán encantados de ayudaros en lo que sea necesario ..,0
volveremos con toda seguridad el año que viene .,0
viaje placentero,0
"así que fuimos flechados , y por unos 35 euros por cabeza dormimos estupendamente , y pudimos conocer a la perfección los misterios de la cercana ( 0,5 km .",0
la van a pasar 10 puntos .,0
